Country,Year,Series,Value,Footnotes,Source
Kenya,2005,Domestic general government health expenditure (% of total government expenditure),6.9133,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2010,Domestic general government health expenditure (% of total government expenditure),7.3167,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2015,Domestic general government health expenditure (% of total government expenditure),7.7501,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2000,Current health expenditure (% of GDP),2.5149,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2005,Current health expenditure (% of GDP),2.3776,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2010,Current health expenditure (% of GDP),2.757,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2015,Current health expenditure (% of GDP),4.0147,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2000,Domestic general government health expenditure (% of total government expenditure),5.2246,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2005,Domestic general government health expenditure (% of total government expenditure),6.7521,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2010,Domestic general government health expenditure (% of total government expenditure),5.2162,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kuwait,2015,Domestic general government health expenditure (% of total government expenditure),6.2063,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2000,Current health expenditure (% of GDP),4.0231,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2005,Current health expenditure (% of GDP),8.8513,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2010,Current health expenditure (% of GDP),8.7943,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2015,Current health expenditure (% of GDP),10.2898,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2000,Domestic general government health expenditure (% of total government expenditure),4.9649,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2005,Domestic general government health expenditure (% of total government expenditure),4.4866,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2010,Domestic general government health expenditure (% of total government expenditure),3.1661,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Liberia,2015,Domestic general government health expenditure (% of total government expenditure),3.2521,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2000,Current health expenditure (% of GDP),3.3525,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2005,Current health expenditure (% of GDP),6.0551,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2010,Current health expenditure (% of GDP),7.2414,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2015,Current health expenditure (% of GDP),9.3333,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2000,Domestic general government health expenditure (% of total government expenditure),7.066,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2005,Domestic general government health expenditure (% of total government expenditure),6.0578,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2010,Domestic general government health expenditure (% of total government expenditure),5.7947,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malawi,2015,Domestic general government health expenditure (% of total government expenditure),9.6751,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2000,Current health expenditure (% of GDP),2.5648,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2005,Current health expenditure (% of GDP),2.8446,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2010,Current health expenditure (% of GDP),3.2287,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2015,Current health expenditure (% of GDP),3.8949,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2000,Domestic general government health expenditure (% of total government expenditure),4.6045,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2005,Domestic general government health expenditure (% of total government expenditure),5.6117,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2010,Domestic general government health expenditure (% of total government expenditure),6.3204,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malaysia,2015,Domestic general government health expenditure (% of total government expenditure),8.2382,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2000,Current health expenditure (% of GDP),7.7366,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2005,Current health expenditure (% of GDP),8.8275,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2010,Current health expenditure (% of GDP),8.4876,Break in the time series.;Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2015,Current health expenditure (% of GDP),8.6903,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2000,Domestic general government health expenditure (% of total government expenditure),8.8414,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2005,Domestic general government health expenditure (% of total government expenditure),7.6986,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2010,Domestic general government health expenditure (% of total government expenditure),13.6037,Break in the time series.;Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Maldives,2015,Domestic general government health expenditure (% of total government expenditure),18.4983,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2000,Current health expenditure (% of GDP),5.5621,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2005,Current health expenditure (% of GDP),5.0549,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2010,Current health expenditure (% of GDP),4.609,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2015,Current health expenditure (% of GDP),4.1114,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2000,Domestic general government health expenditure (% of total government expenditure),6.8213,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2005,Domestic general government health expenditure (% of total government expenditure),6.3615,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2010,Domestic general government health expenditure (% of total government expenditure),3.2564,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mali,2015,Domestic general government health expenditure (% of total government expenditure),4.3903,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2000,Current health expenditure (% of GDP),6.5991,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2005,Current health expenditure (% of GDP),8.6808,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2010,Current health expenditure (% of GDP),8.2127,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2015,Current health expenditure (% of GDP),9.2372,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2000,Domestic general government health expenditure (% of total government expenditure),11.7831,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2005,Domestic general government health expenditure (% of total government expenditure),14.2069,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2010,Domestic general government health expenditure (% of total government expenditure),12.9151,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Malta,2015,Domestic general government health expenditure (% of total government expenditure),14.1694,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2000,Current health expenditure (% of GDP),4.6504,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2005,Current health expenditure (% of GDP),4.5762,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2010,Current health expenditure (% of GDP),3.4216,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2015,Current health expenditure (% of GDP),4.7432,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2000,Domestic general government health expenditure (% of total government expenditure),2.5171,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2005,Domestic general government health expenditure (% of total government expenditure),3.8442,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2010,Domestic general government health expenditure (% of total government expenditure),4.223,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mauritania,2015,Domestic general government health expenditure (% of total government expenditure),5.5302,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2000,Current health expenditure (% of GDP),4.4491,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2005,Current health expenditure (% of GDP),5.8361,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2010,Current health expenditure (% of GDP),5.9751,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2015,Current health expenditure (% of GDP),5.7971,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2000,Domestic general government health expenditure (% of total government expenditure),9.8996,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2005,Domestic general government health expenditure (% of total government expenditure),11.1423,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2010,Domestic general government health expenditure (% of total government expenditure),10.5033,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mexico,2015,Domestic general government health expenditure (% of total government expenditure),11.1794,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2000,Current health expenditure (% of GDP),4.8726,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2005,Current health expenditure (% of GDP),3.7553,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2010,Current health expenditure (% of GDP),3.7395,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2015,Current health expenditure (% of GDP),4.2383,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2000,Domestic general government health expenditure (% of total government expenditure),12.2523,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2005,Domestic general government health expenditure (% of total government expenditure),9.0401,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2010,Domestic general government health expenditure (% of total government expenditure),7.7429,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Mongolia,2015,Domestic general government health expenditure (% of total government expenditure),7.1083,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2000,Current health expenditure (% of GDP),3.9781,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2005,Current health expenditure (% of GDP),4.7647,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2010,Current health expenditure (% of GDP),5.8641,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2015,Current health expenditure (% of GDP),5.0717,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2000,Domestic general government health expenditure (% of total government expenditure),3.9813,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2005,Domestic general government health expenditure (% of total government expenditure),3.9854,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2010,Domestic general government health expenditure (% of total government expenditure),7.5316,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Morocco,2015,Domestic general government health expenditure (% of total government expenditure),6.8544,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2000,Current health expenditure (% of GDP),3.5736,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2005,Current health expenditure (% of GDP),4.5067,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2010,Current health expenditure (% of GDP),4.9748,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2015,Current health expenditure (% of GDP),6.2193,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2000,Domestic general government health expenditure (% of total government expenditure),4.2507,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2005,Domestic general government health expenditure (% of total government expenditure),6.2515,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2010,Domestic general government health expenditure (% of total government expenditure),4.8051,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nepal,2015,Domestic general government health expenditure (% of total government expenditure),5.146,Data refer to fiscal years ending 15 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2000,Current health expenditure (% of GDP),7.707,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2005,Current health expenditure (% of GDP),9.0967,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2010,Current health expenditure (% of GDP),10.1551,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2015,Current health expenditure (% of GDP),10.3239,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2000,Domestic general government health expenditure (% of total government expenditure),12.6152,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2005,Domestic general government health expenditure (% of total government expenditure),14.7341,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2010,Domestic general government health expenditure (% of total government expenditure),14.2709,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Netherlands,2015,Domestic general government health expenditure (% of total government expenditure),15.0582,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2000,Current health expenditure (% of GDP),7.47,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2005,Current health expenditure (% of GDP),8.2733,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2010,Current health expenditure (% of GDP),9.5884,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2015,Current health expenditure (% of GDP),9.3283,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2000,Domestic general government health expenditure (% of total government expenditure),14.7063,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2005,Domestic general government health expenditure (% of total government expenditure),17.3772,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2010,Domestic general government health expenditure (% of total government expenditure),17.6093,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
New Zealand,2015,Domestic general government health expenditure (% of total government expenditure),18.8893,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2000,Current health expenditure (% of GDP),7.1984,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2005,Current health expenditure (% of GDP),8.1981,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2010,Current health expenditure (% of GDP),6.8689,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2015,Current health expenditure (% of GDP),7.138,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2000,Domestic general government health expenditure (% of total government expenditure),8.3582,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2005,Domestic general government health expenditure (% of total government expenditure),12.3405,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2010,Domestic general government health expenditure (% of total government expenditure),8.704,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Niger,2015,Domestic general government health expenditure (% of total government expenditure),4.586,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2000,Current health expenditure (% of GDP),3.1974,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2005,Current health expenditure (% of GDP),4.4659,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2010,Current health expenditure (% of GDP),3.2965,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2015,Current health expenditure (% of GDP),3.5819,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2000,Domestic general government health expenditure (% of total government expenditure),2.3668,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2005,Domestic general government health expenditure (% of total government expenditure),6.4077,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2010,Domestic general government health expenditure (% of total government expenditure),2.6944,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Nigeria,2015,Domestic general government health expenditure (% of total government expenditure),5.3197,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2000,Current health expenditure (% of GDP),7.7091,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2005,Current health expenditure (% of GDP),8.3328,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2010,Current health expenditure (% of GDP),8.8978,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2015,Current health expenditure (% of GDP),10.1089,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2000,Domestic general government health expenditure (% of total government expenditure),14.9807,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2005,Domestic general government health expenditure (% of total government expenditure),16.4523,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2010,Domestic general government health expenditure (% of total government expenditure),16.7648,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Norway,2015,Domestic general government health expenditure (% of total government expenditure),17.7144,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2000,Current health expenditure (% of GDP),3.0635,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2005,Current health expenditure (% of GDP),2.5871,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2010,Current health expenditure (% of GDP),2.8207,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2015,Current health expenditure (% of GDP),4.3044,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2000,Domestic general government health expenditure (% of total government expenditure),7.0308,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2005,Domestic general government health expenditure (% of total government expenditure),6.0894,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2010,Domestic general government health expenditure (% of total government expenditure),6.6959,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Oman,2015,Domestic general government health expenditure (% of total government expenditure),7.5657,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2000,Current health expenditure (% of GDP),2.8855,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2005,Current health expenditure (% of GDP),2.7079,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2010,Current health expenditure (% of GDP),2.5968,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2015,Current health expenditure (% of GDP),2.6871,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2000,Domestic general government health expenditure (% of total government expenditure),5.8751,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2005,Domestic general government health expenditure (% of total government expenditure),3.7054,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2010,Domestic general government health expenditure (% of total government expenditure),2.8112,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Pakistan,2015,Domestic general government health expenditure (% of total government expenditure),3.7429,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2000,Current health expenditure (% of GDP),1.9839,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2005,Current health expenditure (% of GDP),2.4578,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2010,Current health expenditure (% of GDP),2.1076,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2015,Current health expenditure (% of GDP),1.9144,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2000,Domestic general government health expenditure (% of total government expenditure),8.3167,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2005,Domestic general government health expenditure (% of total government expenditure),7.8259,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2010,Domestic general government health expenditure (% of total government expenditure),7.0693,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Papua New Guinea,2015,Domestic general government health expenditure (% of total government expenditure),6.0223,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2000,Current health expenditure (% of GDP),5.503,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2005,Current health expenditure (% of GDP),4.083,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2010,Current health expenditure (% of GDP),4.6249,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2015,Current health expenditure (% of GDP),6.747,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2000,Domestic general government health expenditure (% of total government expenditure),6.7943,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2005,Domestic general government health expenditure (% of total government expenditure),5.886,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2010,Domestic general government health expenditure (% of total government expenditure),9.0082,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Paraguay,2015,Domestic general government health expenditure (% of total government expenditure),10.8549,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2000,Current health expenditure (% of GDP),4.5474,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2005,Current health expenditure (% of GDP),4.5412,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2010,Current health expenditure (% of GDP),4.7242,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2015,Current health expenditure (% of GDP),5.0259,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2000,Domestic general government health expenditure (% of total government expenditure),10.6382,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2005,Domestic general government health expenditure (% of total government expenditure),12.1663,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2010,Domestic general government health expenditure (% of total government expenditure),11.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Peru,2015,Domestic general government health expenditure (% of total government expenditure),13.9067,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2000,Current health expenditure (% of GDP),3.1548,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2005,Current health expenditure (% of GDP),3.9004,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2010,Current health expenditure (% of GDP),4.3128,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2015,Current health expenditure (% of GDP),4.3214,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2000,Domestic general government health expenditure (% of total government expenditure),6.5184,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2005,Domestic general government health expenditure (% of total government expenditure),6.6098,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
